,loc,country
4055,cotentin,france
4056,québec ,canada
4057,"les hauts-geneveys, suisse",schweiz/suisse/svizzera/svizra
4058,lex talionis,-
4059,"spread love, god bless you",-
4060,lambersart,france
4061,coëx,france
4062,"parigné-l'evêque, france",france
4063,monastir,italia
4064,"vaud, switzerland",schweiz/suisse/svizzera/svizra
4065,france / uk,united kingdom
4066,frejus 83600 france,france
4067,🇲🇶xll,brasil
4068,"abitibi,  québec, canada",canada
4069,fecamp 76 france,france
4070,v,chile
4071,hyrule,guernsey
4072,third rock from the sun,-
4073,"dambach-la-ville, france",france
4074,usa / fr,france
4075,l8r h8r,-
4076,ns 2017 ,canada
4077,"montdidier, picardie",france
4078,a,ประเทศไทย
4079,"vienne, autriche",österreich
4080,金星,中国
4081, 🇰🇼 إمارة الكويت ,الإمارات العربية المتحدة
4082,nouvelle caledonie,france
4083,complètement à l'ouest,-
4084,"andrésy - paris, ile-de-france",-
4085,pyrénées atlantiques ,france
4086,"loire-atlantique, pays de la l",france
4087,aiacciu - i peri - murzu,-
4088,le vigan,france
4089,d'île de france,france
4090,"pretoria, south africa",south africa
4091,paris  belleville ,france
4092,"bagneux, france",france
4093,𝑺𝒉𝒆/𝒉𝒆𝒓 • 🏳️‍🌈 • cécile la plus belle,-
4094,ici ... ou là ... sur une ile,-
4095,"new brunswick, canada",canada
4096,seoul (un jour),대한민국
4097,paris - martinique ,france
4098,hawaii,united states
4099,sous la voute étoilée,-
4100,guingamp,france
4101,"palma de majorque, espagne",españa
4102,marseille france ,france
4103,"ivry-sur-seine, monastir",-
4104,"canada , québec ",canada
4105,75007,france
4106,monde onirique,-
4107,"paris, conakry ",france
4108,ciudad bolívar,venezuela
4109,azaguié ahoua,côte d’ivoire
4110,"anywhere, anytime, anyweather",-
4111,94 coté chicago,france
4112,sherbrooke-québec-canada,canada
4113,"anderlues, belgique / béjaïa ",-
4114,"draguignan, france",france
4115,leiden,nederland
4116,"montréal, québec et beyrouth",-
4117,small island in south pacific,-
4118,cameroon mon pays,-
4119,au fond à gauche,-
4120,"beijing, chine",中国
4121,grenoble (fr),france
4122,virtually worldwide,-
4123, ex-silicon valley lad ,-
4124,en confiturement,-
4125,pnzl,-
4126,equeurdreville-hainneville,france
4127,brugge,belgië / belgique / belgien
4128,entre genève et fribourg,-
4129,"carouge, ge, suisse",schweiz/suisse/svizzera/svizra
4130,🇫🇷🇮🇹🇺🇸🧳,-
4131,31120,대한민국
4132,paris-london & planet earth 🌍,-
4133,"planete,sadala",-
4134,new zealand,new zealand / aotearoa
4135,galaxie d'andromède,france
4136,en tawa,österreich
4137,rns,france
4138,montigny-lès-metz,france
4139,namur,belgië / belgique / belgien
4140,world citizen/citoyen du monde,-
4141,"lyon ,@ol",france
4142,"arizona, usa",united states
4143,salt lake paris,united states
4144,"chambéry, lyon, strasbourg",-
4145,ur dirty thoughts ,-
4146,la diagonale du vide,-
4147,"london, england ",united kingdom
4148,"issy-les-moulineaux, france",france
4149,gotham,united states
4150,bourgogne france europe,france
4151,séquano-dionysien,-
4152,greed islαnd ,australia
4153,yerres,france
4154,amsterdam/ paris,france
4155,she/her | pv: @liz__san,-
4156,entre ciel et terre ,canada
4157,poudlard,-
4158,j • m • y • d,united states
4159,vatican,civitas vaticana - città del vaticano
4160,"chexbres, suisse",schweiz/suisse/svizzera/svizra
4161,aix en,france
4162,marié a l'om  !,-
4163,milano,italia
4164,corse-france,france
4165,"pyrénées-atlantiques, aquitain",france
4166,paris 15,france
4167,blocage facil,-
4168,lemòtges,-
4169,firminy,france
4170,🌸she/her🌸,polska
4171,belgique/france,belgië / belgique / belgien
4172,"monteux, france",france
4173,ambitious since day one ,-
4174,"zurich, suisse",schweiz/suisse/svizzera/svizra
4175,"europe st-lazare, place clichy",-
4176,dans l'espace ,schweiz/suisse/svizzera/svizra
4177,"paris, compton",-
4178,"sainte-marie-cappel, france",france
4179,paris-limousin,france
4180,libreville (gabon),gabon
4181,quelque-part dans le grand est,-
4182,montpellier (34),france
4183,"cambrousseland, c'est le pied",-
4184,sng/pvris,-
4185,breizh ,france
4186,ardèche méridionale,france
4187,paris / tataouine ,تونس
4188,bas-saint-laurent,canada
4189,"tir na nog
",deutschland
4190,decentralized,ελλάς
4191,genève - brčko distrikt,-
4192,69latrik,-
4193,some dust in the universe,-
4194,espana aragon alquezar 🇪🇦,españa
4195,                 ,-
4196,saint etienne,france
4197,reims marne grand-est france,france
4198,🌌près du christ 🌌,-
4199,"rennes, bretagne 🇫🇷 🇪🇺",france
4200,eurasia,deutschland
4201,amélie les bains palvalda,-
4202,꧁𝓢𝓱𝓮/𝓗𝓮𝓻꧂,-
4203,"dublin, irelande",éire / ireland
4204,la france chrétienne..,france
4205,bordeaux / outre-garonne,-
4206,sur mon compte principal,-
4207,yvelines .j'adore le script .,-
4208,montreal / laval ou rien,-
4209,cloud,united states
4210,"iaşi, românia",românia
4211,🇨🇵🇪🇸🇦🇷,-
4212,"chaumont, france",france
4213,orléans et alentours,-
4214,your neighborhood,-
4215,frussian,-
4216,hong kong,中国
4217,1994 / france,france
4218,"région de montréal, qc",canada
4219,caprisunistan,-
4220,94,france
4221,machu pichu ,chile
4222,.:.153.:.7,ישראל
4223,nantes & bretagne (dm ouverts),-
4224,orléans / prizren ,-
4225,universe,danmark
4226,quelque part en belgique,-
4227,"gaillac, france",france
4228,d ici et d ailleurs..,belgië / belgique / belgien
4229,dans le departement de l'eure.,-
4230,noisy le grand,france
4231,l’cie food cute,-
4232,"jalisco, méxico",méxico
4233,"la rochette, france",france
4234,bodensee - paris - vienna ,-
4235,ek flabure di luirokitanea,-
4236,grand paris,france
4237,vo ,schweiz/suisse/svizzera/svizra
4238,toujours etre ailleurs.,-
4239,"cúa, venezuela",venezuela
4240,paris-biarritz,france
4241,hem,france
4242,"north carolina, usa",united states
4243,"cahors, france",france
4244,médine,السعودية
4245,chez mon coupain / 14yo,-
4246,euskadi ,españa
4247,"rodez, midi-pyrénées",france
4248, #breizhbouilhenn,-
4249,planète terre à préserver ...,-
4250,#pasloindemarseille,-
4251,"castletownroche, cork, ireland",éire / ireland
4252,"loire-atlantique, pays de la loire",france
4253,"paris area, france",france
4254,manon,españa
4255,entre bretagne et paca,-
4256,ndakarou ndiaye,-
4257,ile. aux oiseaux,guinea ecuatorial
4258,salut m'en fou,-
4259,dans t'on cul 😂,-
4260,up your ass,-
4261,perdue,canada
4262,dans mon lit,-
4263,تونس🇹🇳❤️🇵🇸,تونس
4264,devant ma télé,-
4265,loin vers l'est,-
4266,"longpont-sur-orge, france",france
4267,truth ,deutschland
4268,à géométrie variable,-
4269,toul,france
4270,"🎵karevik, seibert, bellamy🎵 ",-
4271,"courgis, bourgogne",france
4272,marineford,-
4273,"bretagne, france, europe",france
4274,ghostin,ایران
4275,jikook,-
4276,les seyshelles,-
4277,nw ldn / lei,-
4278,"si je vous bloque, ce n'est pas par manque d'arguments, c'est juste pour ne pas vous instruire,",-
4279,"morelia, michoacán de ocampo",méxico
4280,nul part et partout,-
4281,"clermont, auvergne",france
4282,cinemaclubfr@gmail.com,-
4283,"afyonkarahisar, türkiye",türkiye
4284,paris- 93,france
4285,sah jsp ,-
4286,"london, new york, hong kong",-
4287,sur le moby dick,-
4288,planète bleue,schweiz/suisse/svizzera/svizra
4289,"decize, france",france
4290,ottawa/hull,canada
4291,"france, côte d'or",france
4292,"shawinigan, qc canada",canada
4293,médina ,السعودية
4294,"vaud, suisse",schweiz/suisse/svizzera/svizra
4295,le havre 🇫🇷 • 22,france
4296,"evry, ile de france ",france
4297,madre tierra ♥,ecuador
4298,seine-maritime,france
4299,concarneau bzh 29,-
4300, 🇪🇺 🌎,-
4301,saint-etienne,france
4302,tilted tower,-
4303,paul va/montpel,-
4304,"notre-dame-de-gravenchon, france",france
4305,locus coeruleus,-
4306,pétaouchnok,france
4307,ici est la! ,france
4308,u.s.,deutschland
4309,"14.739871,-17.473689",sénégal
4310,"edmonton, ab (enfin avant ...)",-
4311,dans glôglô,-
4312,roazhon // llp,-
4313,meudon - france,france
4314,94 📍 ,france
4315,iel • vent account,-
4316,nouméa ,france
4317,33,france
4318,iran,ایران
4319,strasbourg - nador ,-
4320,royaume de belgique,belgië / belgique / belgien
4321,psg ,polska
4322,الله أكبر,ایران
4323,"plurien, 22, bretagne",france
4324,"lombardia, italia",italia
4325,france.,france
4326,"la nouvelle orléans, louisiane",united states
4327,"cochabamba, bolivia",bolivia
4328,région parisienne ,ελλάς
4329,"senegal, from p.a",-
4330,🇨🇦,-
4331,kisangani rdc,république démocratique du congo
4332,95150,france
4333,"ici, et là aussi !",-
4334,"lot-et-garonne, aquitaine",france
4335,vide intersidéral ,-
4336,tiroir de gauche - france,-
4337,"nanteuil-lès-meaux, france",france
4338,cameroon dschang,cameroun
4339,vp@orange local,-
4340,"marnaz, france",france
4341,"va/lille,edhec business school",-
4342,vannes #breizh,france
4343,"aubagne, france",france
4344,suna🌪,türkiye
4345,"marseille, she/her ",-
4346,"arlington, tx",united states
4347,"verdun, france",france
4348,"edmonton, ab. canada",canada
4349,"cinais, france",france
4350,centre parfois gauche/droite😜,-
4351,comté de gévaudan,-
4352,toulouse la journée,france
4353,"la bernerie en retz, france",france
4354,92260,france
4355,liverpool,united kingdom
4356,estonie,eesti
4357, marseille,france
4358,"luxembourg, espagne, belgique",-
4359,bikini bottom,việt nam
4360,galliae,-
4361,ténès algérie              ,algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
4362,kildonan-st. paul winnipeg mb,canada
4363,camembert,france
4364,bogotá d.c.,colombia
4365,laugh tel vyller,-
4366,absurdistan 🇫🇷,-
4367,saint-romuald,canada
4368,🇨🇦🇺🇸🏳️‍🌈,-
4369,seine et marne ,france
4370,"planète terre, earth 🌎",-
4371,"yaoundé, cameroun ",cameroun
4372,nice & no move. f*cking virus,-
4373,"tasmania, australia",australia
4374,hossegor ,france
4375,iel,brasil
4376,marcory hibiscus ,côte d’ivoire
4377,"new york, ny & africa ",united states
4378,"belgium, liège & ucloucain ",-
4379,vietnam,việt nam
4380,nouvelle-calédonie 🇳🇨,france
4381,"la londe-les-maures, france",france
4382,"grand casablanca, royaume du m",-
4383,he/him she/her or whatever ,-
4384,marin - suisse,schweiz/suisse/svizzera/svizra
4385,mâcon ,france
4386,"france, suisse",france
4387,république du voituristan,-
4388,tremblay en france,france
4389,no,norge
4390,vaudoisie,-
4391,1y9,united states
4392,usa-italy,united states
4393,académie de corse,france
4394,laval (canada),canada
4395,pays des rêves,france
4396,osakasevilladakargenèveparis,-
4397,"taourirt, royaume du maroc",maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
4398,wach dakhlek ,-
4399,strasbourg/sousse ,-
4400,"à 4,000kms du vélodrome ",-
4401,"pierrefitte-sur-seine, france",france
4402, aura ,suomi / finland
4403,2014,norge
4404,77 380,argentina
4405,globe trotteur...,france
4406,france (centre)/guadeloupe,france
4407,danville,united states
4408,"paris, nantes, etc.",-
4409,bordeaux ,france
4410,kernel  🇨🇦,france
4411,"hautes-pyrénées, occitanie",france
4412,psg,polska
4413,ce plat pays qui est le mien,-
4414,québec- canada,canada
4415,il/he,united kingdom
4416,partout ou je suis bien,-
4417,nouvelle-aquitaine,france
4418,"hersin-coupigny, france",france
4419,vit en  absurdistant ,-
4420,🇨🇭genève,schweiz/suisse/svizzera/svizra
4421,🦍,-
4422,"macapá, amapá",brasil
4423,wano (vitry) ,-
4424,saint etienne du rouvray,france
4425,"haut jura, france",france
4426,somewhere w btsvt. ,-
4427,"los angeles , ca ",united states
4428,"somme, picardie",france
4429,macronie👍✌️,-
4430,"saint-jérôme, québec",canada
4431,"millau, france (12)",france
4432,fils de gaïa,-
4433,la dictature en marche,-
4434,✞🫀,-
4435,la planète terre  ,france
4436,dans la légende,-
4437,"saran, france",france
4438,📍lille,france
4439,chez les ch'tis,france
4440,"jouarre, ile-de-france",france
4441,"france, turquie🇹🇷",france
4442,un des trous du cul du monde,-
4443,dans ta tl,france
4444,de metz à oujda,-
4445,hope world ☆ﾐ,united states
4446,"tāmaki makaurau, aotearoa",new zealand / aotearoa
4447,"paris/marseilles, france",-
4448,"moisdon-la-rivière, france",france
4449,west coast ,new zealand / aotearoa
4450,nice-marseille-paris,france
4451,"macronistan,formerly la france",-
4452,paris 12,france
4453,fwi guadeloupe ,-
4454,francfort-sur-le-main,deutschland
4455,paris/fontainebleau,france
4456,y❤️,italia
4457,ds un pays sur écoute ,-
4458,ban,türkiye
4459,tokyo japon / 日本東京,-
4460,"medellín, colombia",colombia
4461,"prémesques, france",france
4462,boston,united states
4463,la raison et les rêves,-
4464,"paris, deauville, tlv",-
4465,"saguenay,arvida",canada
4466,"vienna, austria",österreich
4467,elle/she,canada
4468,sofia / paris / la valette,-
4469,sochalie🇺🇦,-
4470,jsp,臺灣
4471,en haut à gauche. ,-
4472,eu,france
4473,arras📍london📍,united kingdom
4474,senegal et partout ,-
4475,🍁,-
4476,"glendale, ca",united states
4477,9-4,日本
4478,"montréal, québec - canada",canada
4479,france bzh ,france
4480,manhattan brive limoges paris,-
4481,france-paris île de france,france
4482,il - 18 yo,burkina faso
4483,from westindies,-
4484,🪦,-
4485,saint-victoret-marignane,france
4486,îles célestes,-
4487,colorado,united states
4488,gaïa ,españa
4489,pantin,france
4490,25 • (he/they) (il/iel),-
4491,jetee à la rue 5 janvier 2012.,-
4492,u.e,united states
4493,alexandre's heart,-
4494,"saint-louis, la réunion",france
4495,waverly place,united states
4496,honfleur // caen (she/her),-
4497,ldo,suriname
4498,goma rdc,république démocratique du congo
4499,waiting for a 1d reunion ,-
4500,she/her (18) ,-
4501,saint-étienne,france
4502,du bon côté de la barricade,-
4503,entre berlin et bordeaux,-
4504,gwened,france
4505,poland,polska
4506,chez g ,france
4507,"epinal, france",france
4508,quelque part dans ta tête ,-
4509,they/them/he/him,-
4510,"aulnay, france",france
4511,universal ,uganda
4512,là où la gauchiasse n'est pas,-
4513,"paris, 94eme arrondissement ",-
4514,"côte d'ivoire, abidjan, cocody",côte d’ivoire
4515,gre ⛷🪂,united states
4516,🌍 127.0.0.1,united states
4517,18m2,-
4518,monaco pas trop de bierre,-
4519,"tarbes, france",france
4520,"arnhem, nl",nederland
4521,école du louvre et la sorbonne,-
4522,tbilissi,საქართველო
4523,auvergne - rhône-alpes ,france
4524,strasbourg ,france
4525,gondawa,-
4526,united arab emirates,الإمارات العربية المتحدة
4527,"paris, knokke-le-zoute",belgië / belgique / belgien
4528,"anglet, france",france
4529,"sainte-marie, le paradis ",france
4530,burger quizz ,france
4531,dans une salle des pas perdus,-
4532,"cali, colombia",colombia
4533,"thiais, france",france
4534,bretagne . france .,france
4535,ep6.12.prov12.27 machoziyakivu,-
4536,france (44500)_tél : 06.70.83.32.58,-
4537,snap: annetek,-
4538,"niederlauterbach, alsace",france
4539,toronto canada,canada
4540,india and canada,-
4541, ze,österreich
4542,lecomplotisteneteveutaucunmal,-
4543,quelque part précisément,-
4544,le pré saint-gervais-93-fr,france
4545,"sud, alpes-maritimes",france
4546,la ou le reve est permis......,-
4547,"saint-félicien, québec",canada
4548,paris 75013,france
4549,"viry-châtillon, france",france
4550,"itacaré, brasil",brasil
4551,76 normandy inside,france
4552,nice monaco,france
4553,alger                         ,algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
4554,"olaria, rio de janeiro",brasil
4555,"the sukhotaï, bangkok ",-
4556,🇬🇧,-
4557,terrebonne,united states
4558,paris 75 et la perrière 61,-
4559,"moselle, lorraine - france",france
4560,"virginia, usa",united states
4561,              on est là,united states
4562,"rivière-du-loup, québec",canada
4563,☀martinique - ☁caen,-
4564,vannes,france
4565,#russie #poutine #pologne,-
4566,wzm,ישראל
4567,"crégy-lès-meaux, france",france
4568,partout ,nederland
4569,pays de la loire angers nantes,france
4570,tipaza hadjout           ,algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
4571,gab rynex20,-
4572,"fkih ben salah, maroc ",maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
