,loc,country
2854,venezuela. el tigre anzoategui,venezuela
2855,holsten's,united states
2856,cdmx mexico ,méxico
2857,manresa,españa
2858,chacabuco,argentina
2859,matanza,españa
2860,bolívar,colombia
2861,mexicali bc,canada
2862,"chone,manabi, ecuador",ecuador
2863,barcelona o alicante,españa
2864,"san nicolás de los arroyos, ar",argentina
2865,"nuuk, kalaallit nunaat",kalaallit nunaat
2866,"montería, colombia",colombia
2867,buenos aires/salliquelo,argentina
2868,estado miranda venezuela,venezuela
2869,santa anita estado merida,venezuela
2870,porlamar,venezuela
2871,apure-venezuela,venezuela
2872,no,norge
2873,en algún lugar..,paraguay
2874,valparaíso,chile
2875,maria250582@hotmail.com,-
2876,"tlalpan, distrito federal",méxico
2877,galeno sin fronteras,-
2878,la línea de la concepción,españa
2879,españamá.           🚫 dm  ,-
2880,"genève, suisse ",schweiz/suisse/svizzera/svizra
2881,"zurich, suiza 🇨🇭",schweiz/suisse/svizzera/svizra
2882,"san miguel de allende, guanaju",-
2883,san justo ,españa
2884,"santo domingo, rep. dominicana",-
2885,lugo,españa
2886,de aquí y de allá.,costa rica
2887,"ávila, castilla y león",españa
2888,"guanacaste, costa rica.",costa rica
2889,pamplona-iruña,españa
2890,republic of catalonia,españa
2891,"manitoba, canada",canada
2892,venezuela trujillo,venezuela
2893,¡me mudé!,-
2894,dulcilandia ,paraguay
2895,"hermosillo, son",méxico
2896,esmeraldas. ecuador.,ecuador
2897,"san fernando de apure, venezue",-
2898,"chidongongo, veracruz",-
2899,a guarda - galicia - españa,españa
2900,en la comarca con el enano :3,-
2901,lechería,venezuela
2902,en el circo 🎪,españa
2903,florencio varela,argentina
2904,"punto fijo, venezuela",venezuela
2905,"metepec, méxico",méxico
2906,charallave,venezuela
2907,casa,belgië / belgique / belgien
2908,685450415,-
2909,"san francisco, venezuela",venezuela
2910,guayaquil guayas,ecuador
2911,bolívar venezuela,venezuela
2912,república federal de chiriqui,-
2913,valencia - (spain),españa
2914,"san marcos, tx",united states
2915,"south east, england",united kingdom
2916,vimianzo (a coruña - galicia),españa
2917,!planeta tierra!,chile
2918,me fui al carajo...,-
2919,toluca ,méxico
2920,tú corazón ;-;,ecuador
2921,abogado@ernestocedeno.com,-
2922,"florencio varela, argentina",argentina
2923,madrileño proleta en castilla.,-
2924,"barcelona, estado anzoátegui",venezuela
2925,de la concha de tu vieja. arg,-
2926,"vélez-málaga, axarquía, spain",españa
2927,a un click de distancia,-
2928,"guadalajara, jalisco. méxico",méxico
2929,insta: antonio.lechu.barona,-
2930,"centro de la ciudad de méxico,",méxico
2931,guatemala #frijolandia ,-
2932,santiago de compostela,españa
2933,malolandia,-
2934,"zona centro, tijuana",méxico
2935,"la capital, argentina",argentina
2936,madrid quiroga spain,españa
2937,"villa crespo, caba",argentina
2938,"santo domingo, r.d.",república dominicana
2939,antimano,venezuela
2940,"houston,  tx.",united states
2941,la guaira venezuela,chile
2942,𝕄𝕚𝕝𝕚.ღ,ghana
2943,"mazatlán, méxico",méxico
2944,san sebastian edo.aragua,-
2945,iruña,españa
2946,debajo de tu cama,-
2947,aqui! ahora! ,argentina
2948,el caribe,venezuela
2949,chilecito- la rioja,argentina
2950,"veracruz, mex.",méxico
2951,"hurlingham, argentina",argentina
2952,quindio,colombia
2953,"san vicente de tagua tagua, ch",chile
2954,latam,မြန်မာ
2955,en la vereda del sol.,-
2956,santa rosa / gral pico ,venezuela
2957,santander-colombia,colombia
2958,san luis potosí slp,méxico
2959,"tequila, jalisco. méxico",méxico
2960,某處,中国
2961,dios tiene todo escrito. ,-
2962,"ciudad de méxico, méxico",méxico
2963,aluche,españa
2964,helter skelter,jamaica
2965,asuncion paraguay.,paraguay
2966,barcelona city,中国
2967,"canelas, durango",méxico
2968,"alcázar de san juan, españa",españa
2969,ramos mejía,argentina
2970,chromatica,-
2971,pr🇵🇷,česko
2972,corduba qurtuba córdoba españa,-
2973,20xx,united states
2974,"caracas, venezuela 🇻🇪🇪🇸",venezuela
2975,"oaxaca de juárez, oax.",méxico
2976,"p. sherman, calle wallaby 42, ",-
2977,puebla de zaragoza,méxico
2978,"castellón de la plana, españa",españa
2979,de mataderos vengo,-
2980,"córdoba, colombia",colombia
2981,loja ecuador,ecuador
2982,desubicada... as usual,-
2983,ciutat de valència,españa
2984,"ciudad guayana , venezuela",venezuela
2985,malaga/paris,españa
2986,🌏,-
2987,🇳🇮,-
2988,maguilla- badajoz- mérida,-
2989,"dos hermanas, españa",españa
2990,"marmolejo - córdoba, españa",españa
2991,médula ósea.,-
2992,vaaltamiranosantos@gmail.com,-
2993,@ibbtec,españa
2994,distrito federal,méxico
2995,vigo,españa
2996,anzoategui,venezuela
2997,peñaranda de bracamonte,españa
2998,maracay ,venezuela
2999,maracay/venezuela,venezuela
3000,el palomar,españa
3001,"guanajuato, mx.",méxico
3002,ʜᴇ/ʜɪᴍ,ປະເທດລາວ
3003,guacamaya,venezuela
3004,venezuela - israel,perú
3005,"saltillo, coahuila de zaragoza",méxico
3006,"barcelona, espanya",españa
3007,arena cdmx,méxico
3008,av. uriburu 637,argentina
3009,malgrat la boira cal caminar. ,-
3010,venezuela - zulia,venezuela
3011,comunidad valenciana,españa
3012,somewhere in your toughts,-
3013,"barcelona, catalunya.",españa
3014,oeste gba,brasil
3015,ksa e mam@ ,-
3016,congourbano,-
3017,ciudad del realbetisbalompie♥,-
3018,en algún lugar de un gran país,-
3019,al lado de los buenos,-
3020,"chilpancingo,gro. mex.",méxico
3021,"lloret de mar, spain",españa
3022,oaxaca  ,méxico
3023,"en mi cama, llorando",-
3024,wuhan - china,中国
3025,sobre ruedas,españa
3026,"benito juárez, quintana roo",méxico
3027,santa marta - colombia,colombia
3028,galiza ,españa
3029,"calimaya, méxico",méxico
3030,buenos aires - argentina,italia
3031,"jaén, españa.",españa
3032,"en lima, la terrible =)",-
3033,españa andalucia,españa
3034,"buenos aires,  argentina",argentina
3035,"dunwich, us.",united states
3036,corea norte,colombia
3037,"lobería, argentina",argentina
3038,sigueme y te sigo ,-
3039,"viña, chile",chile
3040,altea-alicante-madrid-españa,españa
3041,"جدة, المملكة العربية السعودية",السعودية
3042,mexicodf,-
3043,"guanarito, venezuela",venezuela
3044,"aroa, venezuela",venezuela
3045,"mexico, usa, uk ",-
3046,"benito juárez, distrito federal",méxico
3047,"islas canarias, áfrica",españa
3048,cabudare,venezuela
3049,"barcelona, cataluña",españa
3050,"arizona, usa",united states
3051,"puerto la cruz, venezuela ",venezuela
3052,"maracaibo,  venezuela",venezuela
3053,"ponferrada, españa",españa
3054,syldavia. ,españa
3055,mi venezuela amada,-
3056,"19.488107,-99.130755",méxico
3057,republica  galega,portugal
3058,madrid (spain),españa
3059, mallorca 🔁 madrid,españa
3060,asturias - madrid,chile
3061,"extremadura, españa",españa
3062,"cancún centro, benito juárez",méxico
3063,"hidalgo del parral, chihuahua",méxico
3064,"méxico, cdmx",méxico
3065,"región de los lagos, chile",chile
3066,detrás de cualquier mascarilla,-
3067,salta / argentina,argentina
3068,colima mexico,méxico
3069,progrelandia fka peronia,-
3070,"avellaneda, sarandi",argentina
3071,"murcia, región de murcia",españa
3072,ourense ,españa
3073,- ̗̀❀ he/him - ̗̀❀,ປະເທດລາວ
3074,ciudadano del mundo,-
3075,my little universe,united states
3076,táchira - venezuela,venezuela
3077,"badalona, españa",españa
3078,"ginebra, suiza",schweiz/suisse/svizzera/svizra
3079,"linares,jaén",españa
3080,universo sin falsedades,-
3081,"desde catalunya, para el mundo",-
3082,gdl,portugal
3083,"belén de escobar, argentina",argentina
3084,lanus,argentina
3085,cortazar guanajuato,méxico
3086,"mercedes, corrientes",argentina
3087,táchira,venezuela
3088,andalucía del norte má,españa
3089,cosmopolita 🌍,méxico
3090,cancún méxico,méxico
3091,"19.157406,-96.11641",méxico
3092,barinas 🇻🇪,venezuela
3093,"acuña, coahuila de zaragoza",méxico
3094,winterfell.,united states
3095,hispanoamérica-spanish america,-
3096,"santo tomé, argentina",argentina
3097,ceuta - espana,españa
3098,eu sou um gay irritante,-
3099,"almirante padilla, venezuela",-
3100,"el tigre, venezuela",venezuela
3101,"saint-etienne, francia",france
3102,cagua,venezuela
3103,"the hague, south holland",nederland
3104,mi sofá,united states
3105,caracas  ,venezuela
3106,bruselas,belgië / belgique / belgien
3107,guarenas estado miranda ,venezuela
3108,"gerona, españa",españa
3109,"üt: -2.18776,-79.88006",-
3110,"fort lauderdale,  florida ",united states
3111,you are my home.,-
3112,"nezahualcóyotl, méxico",méxico
3113,mercedes bs. as.,argentina
3114,guayaquil ecuador,ecuador
3115,"bogotá, colombia.",colombia
3116,en merida yucatan,méxico
3117,"marcos juárez, argentina",argentina
3118,mulhouse. alsacia.,-
3119,comunismoland,-
3120,"jarandilla de la vera, españa",españa
3121,india t amo ,-
3122,caricuao,venezuela
3123,donde me da la gana,-
3124,con dios y la virgen ,-
3125,#cuba,cuba
3126,barrio las mercedes  tachira,venezuela
3127,houston-texas,united states
3128,universo 23,república dominicana
3129,conurgato bonaerense,-
3130,"utrecht, holanda",nederland
3131,she/her♀️,polska
3132,☆ melilla ~ córdoba ☆,argentina
3133,"üt: 13.675874,-89.260114",-
3134,.,-
3135,100% español,argentina
3136,"san pedro, costa rica",costa rica
3137,medellin - colombia,colombia
3138,dolores ,united states
3139,ciudad de la furia,méxico
3140,venezuela. distrito capital ,venezuela
3141,ciudadanos madrid,españa
3142,rep. dominicana,argentina
3143,"brasília, brasil",brasil
3144,"el puerto de sta maría, cádiz",españa
3145,"buenos aires, argentina ",argentina
3146,norge/london/ziegora/ss/krakow,-
3147,sagunto,españa
3148,lejos de donde sea. ,-
3149,"de río gallegos, argentina",argentina
3150,"en la moncloa , con ferreras ",-
3151,"el consejo, venezuela",venezuela
3152,frente al fascismo/comunismo,-
3153,"la paz, baja california sur",méxico
3154,edificio administrativo,colombia
3155,📍veracruz ver. méxico 🇲🇽,méxico
3156,☆,-
3157,pza. desamparados 1- 1º. vitoria-gasteiz. tf. 945 23 28 50,-
3158,mundo de yupi ,-
3159,confinado,méxico
3160,concepción-santiago,honduras
3161,"ahora, en una patria sin rumbo",-
3162,"valle dorado, tlalnepantla de ",méxico
3163,"merlo, buenos aires",argentina
3164,whatsapp: 2213604430,-
3165,npi,united states
3166,málaga  - españa,españa
3167,ecatepec,méxico
3168,"sajonia-anhalt, alemania",deutschland
3169,sempre en galiza,españa
3170,lara venezuela,venezuela
3171,bogota - colombia,colombia
3172,oaxaca,méxico
3173,tennessee,united states
3174,"cojedes, venezuela",venezuela
3175,guanare,venezuela
3176,"panama ,para el mundo",-
3177,"moscow, scotland",united kingdom
3178,gipuzkoa,españa
3179,en un lugar de la mancha,-
3180,jalisco,méxico
3181,atizapán de zaragoza ,méxico
3182,coro-falcon.,venezuela
3183,"villahermosa, tabasco, mexico",méxico
3184,asuncion paraguay,paraguay
3185,la ciudad de méxico ,méxico
3186,"san luis potosí, méxico ",méxico
3187,león / llión (españa),españa
3188,"aragón, españa",españa
3189,valhalla,united states
3190,free palestine,palestinian territory
3191,"españa,pucela",españa
3192,"michoacán de ocampo, méxico",méxico
3193,méxico d.f ,méxico
3194,alto tocantins...!!!,brasil
3195,territorio comanche,-
3196,puerto esperanza,argentina
3197,"prescott, az",united states
3198,"la piedad, michoacán de ocampo",méxico
3199,"la guaira, venezuela.",venezuela
3200,hs; track 3,united states
3201,she/her 🌥,polska
3202,el rincon de veracruz,méxico
3203,instagram: felipe_cespedes,-
3204,tultitlan méxico,méxico
3205,méxico.,méxico
3206,pompeya,italia
3207,"méxico,d.f. ",méxico
3208,tracia,méxico
3209,libertas domus et patria.,-
3210,"málaga, andalucía",españa
3211,falcón venezuela ,venezuela
3212,tenjo cundinamarca,colombia
3213,"plaza paola blasco, edificio de la radio. 44600 alcañiz (teruel)",-
3214,"venezuela, estado anzoátegui",venezuela
3215,"üt: -33.453752,-70.657835 ",-
3216,🇨🇴,-
3217,en mi puta casa,-
3218,"fuerte tiuna, caracas.",venezuela
3219,"são bernardo do campo, brasil",brasil
3220,gdl mx ,méxico
3221,kepler_442,méxico
3222,"carmel, in",united states
3223,topmusic@youtubetm.com,-
3224,"alicante, comunidad valenciana",españa
3225,ciudad bolívar._venezuela,venezuela
3226,"guadalajara, mexico",méxico
3227,en algún lugar del 🌎,-
3228,"cúa, venezuela",venezuela
3229,castellón,españa
3230,uribista  magangue y bogota,-
3231,"santiago, de chile",chile
3232,no digo,ayiti
3233,"villa colon, costa rica",costa rica
3234,twin peaks,united states
3235,nueva esparta,venezuela
3236,nah sia usted ni tan re toche,-
3237,"méxico, españa",méxico
3238,guarenas ,venezuela
3239,paese della fastasia,-
3240,edo. de mexico,méxico
3241,neza,méxico
3242,maturín  edo monagas,venezuela
3243,"cdmx, méxico.",méxico
3244,"sinaloa, méxico",méxico
3245,usa 🇺🇸,united states
3246,"cuautitlán, méxico",méxico
3247,castellon,españa
3248,fuenla/sala/j. de jamuz ,-
3249,#nacidosdeldesierto,-
3250,alcobendas,españa
3251,"goya, argentina",argentina
3252,silent hill,jamaica
3253,⛓️ she ! her,polska
3254,"maracay,edo aragua",-
3255,"montalvo, ecuador",ecuador
3256,apureño%%%%%%,-
3257,sevilla. natural de sevilla,españa
3258,prov. alicante,españa
3259,all over the place,-
3260,"toluca, edo. de méxico",méxico
3261,barcelona. nou barris,españa
3262,"vitoria-gasteiz, (spain)",españa
3263,viena ( austria ),österreich
3264,"coria del río, españa",españa
3265,cordoue,españa
3266,capiatá - paraguay,paraguay
3267,"tláhuac, cdmx",méxico
3268,misiones/entre ríos ,argentina
3269,bogota-colombia ,colombia
3270,"barcelona, tabarnia,  españa",-
3271,asturias ,españa
3272,la florida,chile
3273,córdoba/ puebla,españa
3274,"üt: 10.224466,-67.875625",-
3275,en aún méxico.,-
3276,donde me agarre el camino,-
3277,blvd. anahuac #1016,méxico
3278,puerto la cruz ,venezuela
3279,en la jurisdisión del surtidor,-
3280,"sagunto, españa",españa
3281,toronto,canada
3282,"pto ordaz, venezuela7⁸⁷",-
3283,here ,bosna i hercegovina / босна и херцеговина
3284,"cumana edo. sucre, venezuela",-
3285,stream lp1 ,bolivia
3286,bolivar,united states
3287,estado vargas,venezuela
3288,cristal lake,united states
3289,"ancón, panamá",panamá
3290,127zen,-
3291,🇨🇱- 🇮🇹,-
3292,río colorado,united states
3293,zulia. venezuela..,venezuela
3294,la tierra,united states
3295,guacara carabobo,venezuela
3296,alto palancia,españa
3297,detrás del atril.,-
3298,"avilés, españa",españa
3299,sonora rifa 🇲🇽,-
3300,tenerife 🌴,españa
3301,desubicado,-
3302,"boyacá, colombia",colombia
3303,estepona,españa
3304,"jujuy, argentina",argentina
3305,pto ordaz edo bolívar vnzla,-
3306,🇨🇱- she/her ,polska
3307,"pinamar, argentina",argentina
3308,"guaranda, bolívar ec",ecuador
3309,rio gallegos,argentina
3310,radio de aquí la voz de europa,-
3311,"independencia, chile",chile
3312,cuenta personal ,-
3313,"cantillana, sevilla",españa
3314,"pflugerville, tx",united states
3315,"la guaira,edo vargas",-
3316,fronteras,méxico
3317,pozuelo de alarcón madrid ,españa
3318,bs.as.,argentina
3319,nuevo laredo,méxico
3320,principáu d'asturies,españa
3321,"zulia, venezuela 🇻🇪",venezuela
3322,"naples, fl",united states
3323,heartland u2,united states
3324,"cuernavaca, morelos, méxico.",méxico
3325,baiona,france
3326,en algún lugar,paraguay
3327,"bronx, ny",united states
3328,"puerto ordaz, edo. bolívar",-
3329,km 0,italia
3330,"parque avellaneda, argentina",argentina
3331,"meaux, france",france
3332,cordobilla💓,españa
3333,pto ordaz,venezuela
3334,cerquita de la luna ✨,-
3335,av. francia no. 41,españa
3336,circulo podemos camarma,-
3337,"la mas bonita, sevilla",-
3338,entre cordoba y nueva carteya,-
3339,"📌 corrientes, argentina",argentina
3340,"oliva, españa",españa
3341,nada,नेपाल
3342,grand bourg,france
3343,"villanueva de córdoba, córdoba",españa
3344,"lucena, córdoba",españa
3345,"tegucigalpa, honduras",honduras
3346,"barinas, estado barinas",venezuela
3347,"barashima, acnh",-
3348,tulancingo,méxico
3349,"acarigua, venezuela",venezuela
3350,iquique,chile
3351,eric forman's basement,-
3352,distrito nacional,república dominicana
3353,"timika, papua",indonesia
3354,bahia blanca ,argentina
3355,"inglaterra, reino unido",united kingdom
3356,"abu dhabi, uae",الإمارات العربية المتحدة
3357,diario.viajerocotidiano.com,-
3358,"los ángeles, chile",chile
3359,"venezuela, portuguesa",venezuela
3360,"españa, україна, portugal",-
3361,"bologna, emilia romagna",italia
3362,"zaragoza, spain",españa
3363,"san antonio de los altos, vene",-
3364,"confluencia, argentina",argentina
3365,panamá la riviera don bosco ,panamá
3366,"nogales, sonora, mexico",méxico
3367,https://medium.com/@justavo,-
